StartClass,StartSubclass,StartDecimal,StartCutterLetter,StartCutterNumber,EndClass,EndSubclass,EndDecimal,EndCutterLetter,EndCutterNumber,"Description"
BV,2123,,,,,2595,,,,"Special churches"
BV,2130,,,,,2300,,,,"Roman Catholic Church"
BV,2350,,,,,2595,,,,"Protestant churches"
BV,2610,,,,,2695,,,,"Special types of missions"
BV,2750,,,,,3695,,,,"Missions in individual countries"
BV,3750,,,,,3799,,,,"Evangelism. Revivals"
BV,4000,,,,,4470,,,,"Pastoral theology"
BV,4019,,,,,4180,,,,"Education"
BV,4019,,,,,4167,,,,"Training for the ordained ministry"
BV,4168,,,,,4180,,,,"Training for lay workers"
BV,4200,,,,,4317,,,,"Preaching. Homiletics"
BV,4239,,,,,4317,,,,"Sermons"
BV,4390,,,,,4399,,,,"Personal life of the clergy"
BV,4400,,,,,4470,,,,"Practical church work. Social work. Work of the layman"
BV,4485,,,,,5099,,,,"Practical religion. The Christian life"
BV,4520,,,,,4526,2,,,"Religious duties"
BV,4625,,,,,4780,,,,"Moral theology"
BV,4625,,,,,4627,,,,"Sins and vices"
BV,4630,,,,,4647,,,,"Virtues"
BV,4650,,,,,4715,,,,"Precepts from the Bible"
BV,4720,,,,,4780,,,,"Precepts of the Church. Commandments of the Church"
BV,4800,,,,,4897,,,,"Works of meditation and devotion"
BV,4900,,,,,4911,,,,"Works of consolation and cheer"
BV,4912,,,,,4950,,,,"Conversion literature"
BV,5015,,,,,5068,,,,"Asceticism"
BV,5070,,,,,5095,,,,"Mysticism"
BV,5099,,,,,,,,,"Quietism"
BX,1,,,,,9999,,,,"Christian Denominations"
BX,1,,,,,9,5,,,"Church unity. Ecumenical movement. Interdenominational cooperation"
BX,100,,,,,189,,,,"Eastern churches. Oriental churches"
BX,100,,,,,107,,,,"General"
BX,120,,,,,129,,,,"Armenian Church"
BX,130,,,,,139,,,,"Coptic Church"
BX,140,,,,,149,,,,"Ethiopic or Abyssinian Church"
BX,150,,,,,159,,,,"Nestorian, Chaldean, or East Syrian Church"
BX,160,,,,,169,,,,"St. Thomas Christians. Malabar Christians. Mar Thoma Syrian Church"
BX,170,,,,,179,,,,"Syrian or Jacobite Church"
BX,180,,,,,189,,,,"Maronite Church"
BX,200,,,,,756,,,,"Orthodox Eastern Church"
BX,200,,,,,395,,,,"General"
BX,400,,,,,756,,,,"Divisions of the church"
BX,400,,,,,440,,,,"Patriarchates of the East. Melchites"
BX,450,,,,,450,93,,,"Church of Cyprus"
BX,460,,,,,605,,,,"Russian Church"
BX,610,,,,,620,,,,"Church of Greece"
BX,630,,,,,639,,,,"Orthodox Church in Austria and Hungary"
BX,650,,,,,659,,,,"Bulgarian Church"
BX,660,,,,,669,,,,"Georgian Church"
BX,670,,,,,679,,,,"Montenegrin Church"
BX,690,,,,,699,,,,"Romanian Church"
BX,710,,,,,719,,,,"Serbian Church. Yugoslav Church"
BX,720,,,,,729,,,,"Orthodox Eastern Church, Macedonian"
BX,729,5,,,,,,,,"Orthodox Eastern Church, Ukrainian"
BX,729,9,,,,755,,,,"Orthodox Church in other regions or countries"
BX,800,,,,,4795,,,,"Catholic Church"
BX,800,,,,,839,,,,"Periodicals. Societies, councils, congresses, etc."
BX,840,,,,,,,,,"Museums. Exhibitions"
BX,841,,,,,,,,,"Dictionaries. Encyclopedias"
BX,845,,,,,,,,,"Directories. Yearbooks"
BX,847,,,,,,,,,"Atlases"
BX,850,,,,,875,,,,"Documents"
BX,880,,,,,891,,,,"General collected works"
BX,895,,,,,939,,,,"Study and teaching"
BX,940,,,,,1745,,,,"History Including lives of popes"
BX,1746,,,,,1755,,,,"Theology. Doctrine. Dogmatics"
BX,1756,,,,,,,,,"Sermons"
BX,1760,,,,,1779,5,,,"Controversial works"
BX,1781,,,,,1788,,,,"Catholic Church and other churches"
BX,1790,,,,,1793,,,,"Catholic Church and the state"
BX,1800,,,,,1920,,,,"Government and organization"
BX,1958,,,,,1968,,,,"Creeds and catechisms"
BX,1969,,,,,,,,,"Forms of worship. Catholic practice"
BX,1970,,,,,2175,,,,"Liturgy and ritual"
BX,2050,,,,,2175,,,,"Prayers and devotions"
BX,2177,,,,,2198,,,,"Meditations. Devotional readings. Spiritual exercises, etc."
BX,2200,,,,,2292,,,,"Sacraments"
BX,2295,,,,,2310,,,,"Sacramentals"
BX,2312,,,,,,,,,"Images"
BX,2315,,,,,2324,,,,"Relics. Shrines. Pilgrimages. Processions"
BX,2325,,,,,2333,,,,"Saints. Hagiology"
BX,2347,,,,,2377,,,,"Practical religion. Christian life"
BX,2380,,,,,2386,,,,"Religious life. Religious state"
BX,2400,,,,,4563,,,,"Monasticism. Religious orders"
BX,2890,,,,,4192,,,,"Religious orders of men"
BX,4200,,,,,4563,,,,"Religious orders of women"
BX,4600,,,,,4644,,,,"Churches, cathedrals, abbeys (as parish churches), etc."
BX,4650,,,,,4705,,,,"Biography and portraits"
BX,4650,,,,,4698,,,,"Collective"
BX,4654,,,,,4662,,,,"Saints and martyrs"
BX,4700,,,,,4705,,,,"Individual"
BX,4700,,,,,,,,,"Saints"
BX,4710,1,,,,4715,95,,,"Eastern churches in communion with Rome. Catholics of the"
BX,4716,4,,,,4795,,,,"Dissenting sects other than Protestant"
BX,4718,5,,,,4735,,,,"Jansenists"
BX,4737,,,,,,,,,"French schisms of the 19th century"
BX,4740,,,,,,,,,"German Catholics"
BX,4751,,,,,4793,,,,"Old Catholics"
BX,4793,5,,,,4794,25,,,"Independent Catholic Churches"
BX,4795,,,,,,,,,"Other"
BX,4800,,,,,9999,,,,"Protestantism"
BX,4800,,,,,4861,,,,"General"
BX,4872,,,,,4924,,,,"Pre-Reformation"
BX,4872,,,,,4893,,,,"Waldenses and Albigenses"
BX,4900,,,,,4906,,,,"Lollards. Wycliffites"
BX,4913,,,,,4924,,,,"Hussites"
BX,4920,,,,,4924,,,,"Bohemian Brethren"
BX,4929,,,,,4951,,,,"Post-Reformation"
BX,4929,,,,,4946,,,,"Anabaptists"
BX,4950,,,,,4951,,,,"Plain People"
BX,5001,,,,,5009,,,,"Anglican Communion (General)"
BX,5011,,,,,5207,,,,"Church of England"
BX,5011,,,,,5050,,,,"General"
BX,5051,,,,,5110,,,,"History. Local divisions"
BX,5115,,,,,5126,,,,"Special parties and movements"
BX,5127,,,,,5129,8,,,"Church of England and other churches"
BX,5130,,,,,5132,,,,"General"
BX,5133,,,,,,,,,"Sermons. Tracts. Addresses. Essays"
BX,5135,,,,,5136,,,,"Controversial works"
BX,5137,,,,,5139,,,,"Creeds and catechisms, etc."
BX,5140,5,,,,5147,,,,"Liturgy and ritual"
BX,5148,,,,,5149,,,,"Sacraments"
BX,5150,,,,,5182,5,,,"Government. Organization. Discipline"
BX,5183,,,,,5187,,,,"Religious communities. Conventual life. Religious societies"
BX,5194,,,,,5195,,,,"Cathedrals, churches, etc. in England and Wales"
BX,5197,,,,,5199,,,,"Biography"
BX,5200,,,,,5207,,,,"Dissent and nonconformity"
BX,5210,,,,,5395,,,,"Episcopal Church in Scotland"
BX,5410,,,,,5595,,,,"Church of Ireland"
BX,5596,,,,,5598,,,,"Church in Wales"
BX,5600,,,,,5740,,,,"Church of England outside of Great Britain"
BX,5601,,,,,5620,,,,"Anglican Church of Canada"
BX,5800,,,,,5995,,,,"Protestant Episcopal Church in the United States of America"
BX,5996,,,,,6030,,,,"Protestant Episcopal Church outside the United States"
BX,6051,,,,,6093,,,,"Reformed Episcopal Church"
BX,6101,,,,,9999,,,,"Other Protestant denominations Alphabetical; only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists"
BX,6101,,,,,6193,,,,"Adventists. Millerites"
BX,6195,,,,,6197,,,,"Arminians. Remonstrants"
BX,6201,,,,,6495,,,,"Baptists"
BX,6201,,,,,6227,,,,"General"
BX,6231,,,,,6328,,,,"History. Local divisions"
BX,6329,,,,,,,,,"Baptists and other churches"
BX,6330,,,,,6331,2,,,"Doctrine"
BX,6333,,,,,,,,,"Sermons. Tracts"
BX,6334,,,,,,,,,"Controversial works"
BX,6335,,,,,6336,,,,"Creeds. Catechisms"
BX,6337,,,,,,,,,"Service. Ritual. Liturgy"
BX,6338,,,,,6339,,,,"Sacraments"
BX,6340,,,,,6346,3,,,"Government. Discipline"
BX,6349,,,,,6470,,,,"Individual branches"
BX,6480,,,,,6490,,,,"Individual Baptist churches"
BX,6493,,,,,6495,,,,"Biography"
BX,6551,,,,,6593,,,,"Catholic Apostolic Church. Irvingites"
BX,6651,,,,,6693,,,,"Christadelphians. Brothers of Christ"
BX,6751,,,,,6793,,,,"Christian Church See also Disciples of Christ"
BX,6801,,,,,6843,,,,"Christian Reformed Church"
BX,6901,,,,,6997,,,,"Christian Science"
BX,7003,,,,,,,,,"Christian Union"
BX,7020,,,,,7060,,,,"Church of God"
BX,7079,,,,,7097,,,,"Churches of God"
BX,7101,,,,,7260,,,,"Congregationalism"
BX,7301,,,,,7343,,,,"Disciples of Christ. Campbellites"
BX,7401,,,,,7430,,,,"Dowieism. Christian Catholic Church"
BX,7451,,,,,7493,,,,"Evangelical and Reformed Church"
BX,7556,,,,,,,,,"Evangelical United Brethren Church"
BX,7580,,,,,7583,,,,"Free Congregations (Germany). Freie Gemeinden"
BX,7601,,,,,7795,,,,"Friends. Society of Friends. Quakers"
BX,7801,,,,,7843,,,,"German Baptist Brethren. Church of the Brethren. Dunkards"
BX,7850,,,,,7865,,,,"German Evangelical Protestant Church of North America. Evangelical Protestant Church of North America"
BX,7901,,,,,7943,,,,"German Evangelical Synod of North America"
BX,7990,,H,6,,,,H,69,"Holiness churches"
BX,8001,,,,,8080,,,,"Lutheran churches"
BX,8101,,,,,8144,,,,"Mennonites"
BX,8201,,,,,8495,,,,"Methodism"
BX,8525,,,,,8528,,,,"Millennial Dawnists. Jehovah's Witnesses"
BX,8551,,,,,8593,,,,"Moravian Church. United Brethren. Unitas Fratrum. Herrnhuters"
BX,8601,,,,,8695,,,,"Mormons. Church of Jesus Christ of Latter-Day Saints"
BX,8701,,,,,8749,,,,"New Jerusalem Church. New Church. Swedenborgianism"
BX,8762,,,,,8785,,,,"Pentecostal churches"
BX,8799,,,,,8809,,,,"Plymouth Brethren. Darbyites"
BX,8901,,,,,9225,,,,"Presbyterianism. Calvinistic Methodism"
BX,9301,,,,,9359,,,,"Puritanism"
BX,9401,,,,,9640,,,,"Reformed or Calvinistic Churches"
BX,9675,,,,,,,,,"River Brethren. Brethren in Christ"
BX,9701,,,,,9743,,,,"Salvation Army"
BX,9751,,,,,9793,,,,"Shakers. United Society of Believers. Millennial Church"
BX,9801,,,,,9869,,,,"Unitarianism"
BX,9875,,,,,9877,1,,,"United Brethren in Christ. Church of the United Brethren in Christ"
BX,9881,,,,,9882,95,,,"United Church of Canada"
BX,9884,,,,,9886,,,,"United Church of Christ"
BX,9887,,,,,,,,,"United Evangelical Church"
BX,9889,,,,,,,,,"United Missionary Church"
BX,9901,,,,,9969,,,,"Unviersalism. Universalists"
BX,9975,,,,,,,,,"Volunteers of America"
BX,9980,,,,,,,,,"Walloon Church"
BX,9998,,,,,,,,,"Other beliefs and movements akin to Christianity"
BX,9999,,,,,,,,,"Independent churches, parishes, societies, etc."
C,1,,,,,51,,,,"Auxiliary Sciences of History (General)"
CB,3,,,,,482,,,,"History of Civilization"
CB,156,,,,,,,,,"Terrestrial evidence of interplanetary voyages"
CB,158,,,,,161,,,,"Forecasts of future progress"
CB,195,,,,,281,,,,"Civilization and race"
CB,305,,,,,430,,,,"By period"
CB,440,,,,,482,,,,"Relation to special topics"
CB,450,,,,,,,,,"Geography and civilization"
CB,478,,,,,,,,,"Technology"
CB,481,,,,,,,,,"War and civilization"
CB,482,,,,,,,,,"Water and civilization"
CC,1,,,,,960,,,,"Archaeology"
CC,72,,,,,81,,,,"Philosophy. Theory"
CC,73,,,,,81,,,,"Methodology"
CC,83,,,,,97,,,,"Study and teaching. Research"
CC,135,,,,,137,,,,"Preservation, restoration, and conservation of antiquities. Antiquities and state"
CC,140,,,,,,,,,"Forgeries of antiquities"
CC,200,,,,,260,,,,"Bells. Campanology. Cowbells"
CC,300,,,,,350,,,,"Crosses"
CC,600,,,,,605,,,,"Boundary stones"
CC,700,,,,,705,,,,"Stone heaps, cairns, etc., of unknown purpose"
CC,710,,,,,,,,,"Hill figures"
CC,960,,,,,,,,,"Lanterns of the dead"
CD,1,,,,,6471,,,,"Diplomatics. Archives. Seals"
CD,1,,,,,511,,,,"Diplomatics"
CD,70,,,,,79,,,,"Practice of special chancelleries"
CD,80,,,,,81,,,,"Formularies"
CD,87,,,,,,,,,"Forgeries of documents"
CD,91,,,,,392,,,,"Collection of documents, facsimiles, etc., for study"
CD,501,,,,,511,,,,"Study and teaching"
CD,921,,,,,4280,,,,"Archives"
CD,995,,,,,4280,,,,"History and statistics"
CD,997,,,,,,,,,"Biography of archivists"
CD,1000,,,,,4280,,,,"By region or country"
CD,5001,,,,,6471,,,,"Seals"
CD,5191,,,,,,,,,"Iconography"
CD,5201,,,,,5391,,,,"Ancient"
CD,5501,,,,,5557,,,,"Medieval"
CD,5561,,,,,,,,,"Renaissance"
CD,5575,,,,,6471,,,,"Modern"
CE,1,,,,,97,,,,"Technical Chronology. Calendar"
CE,21,,,,,46,,,,"Ancient"
CE,51,,,,,85,,,,"Medieval and modern"
CE,91,,,,,92,,,,"Perpetual calendars. Century calendars, etc."
CJ,1,,,,,6661,,,,"Numismatics"
CJ,1,,,,,4625,,,,"Coins"
CJ,153,,,,,,,,,"Finds of coins"
CJ,161,,,,,,,,,"Symbols, devices, etc."
CJ,201,,,,,1397,,,,"Ancient"
CJ,1509,,,,,4625,,,,"Medieval and modern"
CJ,4801,,,,,5450,,,,"Tokens"
CJ,4861,,,,,4889,,,,"By period"
CJ,4901,,,,,5336,,,,"By region or country"
CJ,5350,,,,,5450,,,,"Special uses of tokens"
CJ,5501,,,,,6661,,,,"Medals and medallions"
CJ,5581,,,,,5690,,,,"Ancient"
CJ,5723,,,,,5793,,,,"Medieval and modern"
CJ,5795,,,,,6661,,,,"By region or country"
CN,1,,,,,1355,,,,"Inscriptions. Epigraphy"
CN,120,,,,,740,,,,"Ancient inscriptions"
CN,750,,,,,753,,,,"Early Christian inscriptions"
CN,755,,,,,,,,,"Medieval inscriptions (General)"
CN,760,,,,,,,,,"Modern inscriptions (General)"
CN,805,,,,,865,,,,"By language"
CN,870,,,,,1355,,,,"By region or country"
CR,1,,,,,6305,,,,"Heraldry"
CR,51,,,,,79,,,,"Crests, monograms, devices, badges, mottoes, etc."
CR,91,,,,,93,,,,"Shields and supporters"
CR,101,,,,,115,,,,"Flags, banners, and standards"
CR,191,,,,,1020,,,,"Public and official heraldry"
CR,1101,,,,,1131,,,,"Ecclesiastical and sacred heraldry"
CR,1179,,,,,3395,,,,"Family heraldry"
CR,3499,,,,,4420,,,,"Titles of honor, rank, precedence, etc."
CR,4480,,,,,4485,,,,"Royalty. Insignia. Regalia, crown and coronets, etc."
CR,4501,,,,,6305,,,,"Chivalry and knighthood (Orders, decorations, etc.)"
CR,4547,,,,,4553,,,,"Ceremonials, pageants, tournaments, etc."
CR,4571,,,,,4595,,,,"Duels and dueling"
CR,4651,,,,,6305,,,,"Orders, etc."
CS,1,,,,,3090,,,,"Genealogy"
CS,23,,,,,35,,,,"Genealogical lists, etc., covering more than one country or continent"
CS,38,,,,,39,,,,"Family history covering more than one country"
CS,42,,,,,2209,,,,"By region or country"
CS,2300,,,,,3090,,,,"Personal and family names"
CT,21,,,,,9999,,,,"Biography"
CT,21,,,,,22,,,,"Biography as an art or literary form"
CT,31,,,,,83,,,,"History of biographical literature. Lives of biographers"
CT,93,,,,,206,,,,"General collective biography"
CT,206,,,,,,,,,"Portraits"
CT,210,,,,,3150,,,,"National biography"
CT,3200,,,,,9999,,,,"Biography. By subject"
CT,3200,,,,,3830,,,,"Biography of women (Collective)"
CT,3990,,,,,,,,,"Academicians. Scholars. Savants"
CT,9960,,,,,9998,,,,"Other miscellaneous groups Including adventurers, eccentrics, misers, etc."
CT,9999,,,,,,,,,"Blank books for personal records, diaries, etc."
D,1,,,,,2027,,,,"History (General)"
D,1,,,,,24,5,,,"General"
D,25,,,,,27,,,,"Military and naval history"
D,31,,,,,34,,,,"Political and diplomatic history"
D,51,,,,,90,,,,"Ancient history"
D,101,,,,,110,5,,,"Medieval and modern history, 476-"
D,111,,,,,203,,,,"Medieval history"
D,135,,,,,149,,,,"Migrations"
D,151,,,,,173,,,,"Crusades"
D,175,,,,,195,,,,"Latin Kingdom of Jerusalem. Latin Orient, 1099-1291"
D,200,,,,,203,,,,"Later medieval. 11th-15th centuries"
D,204,,,,,475,,,,"Modern history, 1453-"
D,219,,,,,234,,,,"1453-1648"
D,242,,,,,283,5,,,"1601-1715. 17th century"
D,251,,,,,271,,,,"Thirty Years' War, 1618-1648"
D,274,5,,,,6,,,,"Anglo-French War, 1666-1667"
D,275,,,,,276,,,,"War of Devolution, 1667-1668"
D,277,,,,,278,5,,,"Dutch War, 1672-1678"
D,279,,,,,280,5,,,"War of the Grand Alliance, 1688-1697"
D,281,,,,,283,5,,,"War of Spanish Succession, 1701-1714"
D,284,,,,,297,,,,"1715-1789. 18th century"
D,291,,,,,294,,,,"War of Austrian Succession, 1740-1748"
D,297,,,,,,,,,"Seven Years' War, 1756-1763"
D,299,,,,,475,,,,"1789-"
D,301,,,,,309,,,,"Period of the French Revolution"
D,351,,,,,400,,,,"19th century. 1801-1914/1920"
D,371,,,,,379,,,,"Eastern question"
D,383,,,,,,,,,"1815-1830. Congress of Vienna"
D,385,,,,,393,,,,"1830-1870"
D,394,,,,,400,,,,"1871- . Later 19th century"
D,410,,,,,475,,,,"20th century"
D,461,,,,,475,,,,"Eastern question"
D,501,,,,,680,,,,"World War I (1914-1918)"
D,720,,,,,728,,,,"Period between World Wars (1919-1939)"
D,731,,,,,838,,,,"World War II (1939-1945)"
D,839,,,,,860,,,,"Post-war history (1945- )"
D,880,,,,,888,,,,"Developing countries"
D,890,,,,,893,,,,"Eastern Hemisphere"
D,900,,,,,2009,,,,"Europe (General)"
D,901,,,,,980,,,,"Description and travel"
D,1050,,,,,2027,,,,"History"
DA,1,,,,,995,,,,"History of Great Britain"
DA,10,,,,,18,2,,,"British Empire. Commonwealth of Nations. The Commonwealth"
DA,20,,,,,690,,,,"England"
DA,20,,,,,27,5,,,"General"
DA,28,,,,,592,,,,"History"
DA,28,,,,,35,,,,"General"
DA,40,,,,,89,6,,,"Political, military, naval, and Air Force history. Foreign relations"
DA,90,,,,,125,,,,"Antiquities. Social life and customs. Ethnography"
DA,129,,,,,592,,,,"By period"
DA,129,,,,,260,,,,"Early and medieval to 1485"
DA,140,,,,,199,,,,"Celts. Romans. Saxons. Danes. Normans"
DA,200,,,,,260,,,,"1154-1485. Angevins. Plantagenets. Lancaster-York"
DA,300,,,,,592,,,,"Modern, 1485-"
DA,310,,,,,360,,,,"Tudors, 1485-1603"
DA,350,,,,,360,,,,"Elizabeth I, 1558-1603. Elizabethan age"
DA,385,,,,,398,,,,"Early Stuarts, 1603-1642"
DA,400,,,,,429,,,,"Civil War and Commonwealth, 1642-1660"
DA,430,,,,,463,,,,"Later Stuarts"
DA,498,,,,,503,,,,"1714-1760"
DA,505,,,,,522,,,,"George III, 1760-1820"
DA,550,,,,,565,,,,"Victorian era, 1837-1901"
DA,566,,,,,592,,,,"20th century"
DA,600,,,,,667,,,,"Description and travel. Guidebooks"
DA,670,,,,,690,,,,"Local history and description"
DA,670,,,,,,,,,"Counties, regions, etc., A-Z"
DA,675,,,,,689,,,,"London"
DA,690,,,,,,,,,"Other cities, towns, etc., A-Z"
DA,700,,,,,745,,,,"Wales"
DA,700,,,,,713,,,,"General"
DA,714,,,,,722,1,,,"History"
DA,725,,,,,738,,,,"Description and travel"
DA,740,,,,,745,,,,"Local history and description"
DA,750,,,,,890,,,,"Scotland"
DA,750,,,,,757,7,,,"General"
DA,757,9,,,,826,,,,"History"
DA,757,9,,,,763,,,,"General"
DA,765,,,,,774,5,,,"Political and military history. Antiquities, etc."
DA,774,8,,,,826,,,,"By period"
DA,777,,,,,790,,,,"Early and medieval to 1603"
DA,783,2,,,,783,45,,,"War of Independence, 1285-1371"
DA,783,5,,,,790,,,,"Stuarts, 1371-1603"
DA,800,,,,,814,5,,,"1603-1707/1745"
DA,807,,,,,,,,,"The Union, 1707"
DA,813,,,,,814,5,,,"1707-1745. Jacobite movements"
DA,815,,,,,826,,,,"19th-20th centuries"
DA,850,,,,,878,,,,"Description and travel"
DA,880,,,,,890,,,,"Local history and description"
DA,900,,,,,995,,,,"Ireland"
DA,900,,,,,908,7,,,"General"
DA,909,,,,,965,,,,"History"
DA,909,,,,,916,8,,,"General"
DA,920,,,,,927,,,,"Antiquities. Social life and customs. Ethnography"
DA,930,,,,,965,,,,"By period"
DA,930,,,,,937,5,,,"Early and medieval to 1603"
DA,933,3,,,,,,,,"English conquest, 1154-1189"
DA,938,,,,,966,2,,,"Modern, 1603-"
DA,949,5,,,,,,,,"The Union, 1800"
DA,949,7,,,,965,,,,"19th-20th centuries. Irish question"
DA,963,,,,,,,,,"1922- . Republic of Ireland. Irish Free State"
DA,966,,,,,966,2,,,"21st century"
DA,969,,,,,988,,,,"Description and travel"
DA,990,,,,,995,,,,"Local history and description"
DA,990,,U,45,,,,U,46,"Northern Ireland (Ulster)"
DAW,1001,,,,,1051,,,,"History of Central Europe"
DAW,1001,,,,,1028,,,,"General"
DAW,1031,,,,,1051,,,,"History"
DB,1,,,,,3150,,,,"History of Austria. Liechtenstein. Hungary. Czechoslovakia"
DB,1,,,,,879,,,,"Austria. Austro-Hungarian Empire"
DB,1,,,,,20,5,,,"General"
DB,21,,,,,27,5,,,"Description and travel"
DB,29,,,,,34,5,,,"Antiquities. Social life and customs. Ethnography"
DB,35,,,,,99,2,,,"History"
DB,35,,,,,40,5,,,"General"
DB,42,,,,,49,,,,"Military, naval, and political history. Foreign relations"
DB,51,,,,,99,2,,,"By period"
DB,51,,,,,64,,,,"Early and medieval to 1521"
DB,60,,,,,64,,,,"Wars with the Turks"
DB,65,,,,,99,2,,,"1521-"
DB,65,2,,,,65,9,,,"1521-1648"
DB,66,,,,,69,5,,,"1648-1740"
DB,69,7,,,,77,,,,"1740-1815"
DB,80,,,,,99,2,,,"19th-20th centuries"
DB,83,,,,,,,,,"Revolution, 1848"
DB,96,,,,,99,2,,,"Republic, 1918-"
DB,99,,,,,99,1,,,"1938-1955. German annexation. Allied occupation"
DB,99,2,,,,,,,,"1955-"
DB,101,,,,,879,,,,"Local history and description"
DB,101,,,,,785,,,,"Provinces, regions, etc."
DB,841,,,,,860,,,,"Vienna"
DB,879,,,,,,,,,"Other cities, towns, etc., A-Z"
DB,881,,,,,898,,,,"Liechtenstein"
DB,901,,,,,999,,,,"Hungary"
DB,901,,,,,906,7,,,"General"
DB,906,9,,,,920,5,,,"Description and travel. Antiquities. Ethnography"
DB,921,,,,,958,6,,,"History"
DB,927,,,,,958,6,,,"By period"
DB,927,,,,,932,9,,,"Early to 1792"
DB,929,,,,,929,8,,,"Árpád dynasty, 896-1301"
DB,929,95,,,,931,9,,,"Elective kings, 1301-1526"
DB,932,95,,,,945,,,,"1792-1918. 19th century"
DB,934,5,,,,939,5,,,"Revolution of 1848-1849"
DB,940,,,,,945,,,,"1849-1918"
DB,946,,,,,958,6,,,"20th century"
DB,955,,,,,955,8,,,"1918-1945. Revolution of 1919-1920"
DB,955,9,,,,957,5,,,"1945-1989. Revolution of 1956"
DB,957,9,,,,958,6,,,"1989-"
DB,974,9,,,,999,,,,"Local history and description"
DB,974,9,,,,975,,,,"Counties, regions, etc."
DB,981,,,,,997,,,,"Budapest"
DB,2000,,,,,3150,,,,"Czechoslovakia"
DB,2000,,,,,2035,,,,"General. Description and travel. Antiquities. Social life and customs"
DB,2040,,,,,2043,,,,"Ethnography"
DB,2044,,,,,2247,,,,"History"
DB,2080,,,,,2247,,,,"By period"
DB,2080,,,,,2133,,,,"Early and medieval to 1526"
DB,2135,,,,,2182,,,,"Hapsburg rule, 1526-1918"
DB,2185,,,,,2241,,,,"Czechoslovak Republic, 1918-1992"
DB,2242,,,,,2247,,,,"1993- . Independent Czech Republic"
DB,2300,,,,,2650,,,,"Local history and description of Czech lands"
DB,2300,,,,,2421,,,,"Moravia"
DB,2600,,,,,2649,,,,"Prague (Praha)"
DB,2700,,,,,3150,,,,"Slovakia"
DB,3100,,,,,3139,,,,"Bratislava (Pressburg)"
DC,1,,,,,947,,,,"History of France"
DC,1,,,,,20,5,,,"General"
DC,21,,,,,29,3,,,"Description and travel"
DC,30,,,,,34,5,,,"Antiquities. Social life and customs. Ethnography"
DC,35,,,,,424,,,,"History"
DC,35,,,,,41,,,,"General"
DC,44,,,,,59,8,,,"Military, naval, and political history. Foreign relations"
DC,60,,,,,424,,,,"By period"
DC,60,,,,,109,,,,"Early and medieval to 1515"
DC,62,,,,,64,,,,"Gauls. Celts. Franks"
DC,64,7,,,,94,,,,"476-1328. Merovingians. Carlovingians. Capetians"
DC,95,,,,,109,,,,"1328-1515"
DC,96,,,,,101,7,,,"Hundred Years' War, 1339-1453"
DC,101,9,,,,109,,,,"15th century. Jeanne d'Arc, Saint"
DC,110,,,,,433,,,,"Modern, 1515-"
DC,111,,,,,120,,,,"1515-1589. 16th century"
DC,118,,,,,,,,,"Massacre of St. Bartholomew, 1572"
DC,120,8,,,,130,,,,"1589-1715. Henri IV, Louis XIII, Louis XIV"
DC,131,,,,,138,,,,"1715-1789. 18th century. Louis XV, Louis XVI"
DC,139,,,,,249,,,,"Revolutionary and Napoleonic period, 1789-1815"
DC,251,,,,,354,9,,,"19th century"
DC,256,,,,,260,,,,"Restoration, 1815-1830"
DC,261,,,,,269,,,,"July Revolution of 1830. July Monarchy, 1830-1848"
DC,270,,,,,274,5,,,"February Revolution and Second Republic"
DC,275,,,,,280,5,,,"Second Empire, 1852-1870"
DC,281,,,,,326,5,,,"Franco-German or Franco-Prussian War, 1870-1871"
DC,330,,,,,354,9,,,"Later 19th century"
DC,361,,,,,424,,,,"20th century"
DC,397,,,,,,,,,"1940-1946"
DC,398,,,,,409,,,,"Fourth Republic, 1947-1958"
DC,411,,,,,424,,,,"Fifth Republic, 1958-"
DC,425,,,,,433,,,,"21st century"
DC,600,,,,,801,,,,"Local history and description"
